codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
77639;A-004/CENIPA/2018 - 04;2019-01-29;2019-03-07;0002-11-29;Atuar junto ? Mercaer aviação Agrícola Ltda., a fim de reavaliar a adequabilidade do Sistema de Gerenciamento da Segurança Operacional (SGSO) e o cumprimento do Manual de Gerenciamento de Segurança Operacional (MGSO) adotados por aquele operador, sobretudo no que diz respeito aos mecanismos de superviSão gerencial estabelecidos.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77649;A-012/CENIPA/2018 - 01;2018-06-25;2018-07-19;2019-02-26;Atuar junto a Aerodinâmica Aviação Agrícola Ltda., a fim de reavaliar a adequabilidade do Manual de Gerenciamento da Segurança Operacional (MGSO) adotado por aquele operador e a fim de verificar se as instruções contidas no referido documento estão sendo cumpridas pelos tripulantes da empresa.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77649;A-012/CENIPA/2018 - 02;2018-06-25;2018-07-19;2019-02-26;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação agrícola brasileira sobre a importância de se conhecer e respeitar os limites de operação das aeronaves operadas, sobretudo no que diz respeito ao correto julgamento das condições afetas às operações aeroagrícolas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77660;A-028/CENIPA/2018 - 01;2019-03-11;0002-11-27;0000-00-00;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação Agrícola sobre os riscos decorrentes da inadequada utiliza??o do compensador, sobretudo durante a decolagem, e sobre a importância da utiliza??o do manual de voo durante os processos de planejamento dos voos.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77660;A-028/CENIPA/2018 - 02;2019-03-11;0002-11-27;0000-00-00;Atuar junto ? SERRANA aviação Agrícola LTDA, a fim de reavaliar a adequabilidade do Manual do Gerenciamento da Segurança Operacional (MGSO) daquele operador, sobretudo no que diz respeito aos mecanismos de gerenciamento do risco e ao processo de planejamento de voo adotado pela empresa quando operando em pistas de pouso eventual.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77663;A-064/CENIPA/2018 - 01;2019-12-18;2020-01-13;2020-05-14;ATUAR JUNTO à EMPRESA AEROTEX AVIAçãO AGRíCOLA LTDA., A FIM DE QUE AQUELA ORGANIZAçãO APERFEIçOE SEUS MECANISMOS DE PLANEJAMENTO DE VOO, GERENCIAMENTO DE RISCO E SUPERVISãO GERENCIAL, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA é CERTIFICADA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77667;A-023/CENIPA/2018 - 01;2020-05-29;2020-06-23;2020-07-09;DIVULGAR OS ENSINAMENTOS COLHIDOS DA PRESENTE INVESTIGAçãO JUNTO AOS PILOTOS E OPERADORES DA AVIAçãO AGRíCOLA, COMO FORMA DE PREVENIR OCORRêNCIAS FUTURAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77670;A-020/CENIPA/2018-01;2020-04-22;2020-05-04;2020-09-16;ATUAR NO DISTRITO DE CREPURIZãO, LOCALIZADO NO MUNICíPIO DE ITAITUBA, PA, A FIM DE INIBIR A UTILIZAçãO DO AERóDROMO NãO REGISTRADO EXISTENTE NAQUELA LOCALIDADE, VISANDO EVITAR OCORRêNCIAS AERONáUTICAS DECORRENTES DE INFRAESTRUTURA AEROPORTUáRIA INADEQUADA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77670;A-020/CENIPA/2018-02;2020-04-22;2020-05-04;2020-05-26;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE A IMPORTâNCIA DE SE CONHECER E RESPEITAR OS LIMITES DE PERFORMANCE DAS AERONAVES OPERADAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77675;A-022/CENIPA/2018 - 01;2020-03-11;2020-03-19;2020-08-25;ATUAR JUNTO à LUSA AVIAçãO AGRíCOLA LTDA., A FIM DE QUE AQUELE OPERADOR APERFEIçOE SEUS MECANISMOS DE PLANEJAMENTO DE VOO E GERENCIAMENTO DE RISCO, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA é CERTIFICADA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77675;A-022/CENIPA/2018 - 02;2020-03-11;2020-03-19;2020-04-06;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, COM A FINALIDADE DE ALERTAR OPERADORES E CENTROS DE INSTRUçãO, QUANTO AOS RISCOS DE COLISãO CONTRA REDES DE TRANSMISSãO E DISTRIBUIçãO DE ENERGIA ELéTRICA DURANTE OPERAçõES AEROAGRíCOLAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77678;A-015/CENIPA/2018 - 01;2020-10-29;2020-11-25;2021-05-14;Atuar junto à Fênix Recuperação e Manutenção de Aeronaves Ltda., a fim de garantir que aquela organização de manutenção produza os documentos para o retorno ao serviço das aeronaves, em consonância com o Manual de Organização de Manutenção (MOM) adotado pela empresa, e garantir que os prazos e repetições das inspeções realizadas fora de sede ocorram conforme prevê a IS 145-009B.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77678;A-015/CENIPA/2018 - 02;2020-10-29;2020-11-25;2021-05-14;Atuar junto à Fênix Recuperação e Manutenção de Aeronaves Ltda., a fim de assegurar que aquela empresa realize as inspeções das pás do rotor principal das aeronaves fabricadas pela Robinson Helicopter Company, modelos R22, R44 e suas variações, em conformidade com o estabelecido nos Manuais de Manutenção desses projetos.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77678;A-015/CENIPA/2018 - 03;2020-10-29;2020-11-25;NULL;Atuar junto aos pilotos, operadores e mantenedores das aeronaves fabricadas pela Robinson Helicopter Company, modelos R22, R44 e suas variações, a fim de assegurar que esses entes regulados cumpram de maneira aceitável os processos estabelecidos nas publicações técnicas dessas aeronaves.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77678;A-015/CENIPA/2018 - 04;2020-10-29;2020-11-25;2021-05-14;Atuar junto à Fênix Recuperação e Manutenção de Aeronaves Ltda., a fim de que aquela organização de manutenção aprimore seus mecanismos de Supervisão Gerencial nos âmbitos técnico e administrativo, sobretudo no que diz respeito aos serviços de manutenção realizados fora de sede nas aeronaves fabricadas pela Robinson Helicopter Company, modelos R22, R44 e suas variações.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77678;A-015/CENIPA/2018 - 05;2020-10-29;2020-11-25;2021-05-14;Atuar junto à Fênix Recuperação e Manutenção de Aeronaves Ltda., a fim de reavaliar a adequabilidade do Sistema de Gerenciamento da Segurança Operacional (SGSO) e o cumprimento do Manual de Gerenciamento de Segurança Operacional (MGSO) adotados por aquela organização de manutenção, à luz do que estabelece a IS 145.214-001B.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77678;A-015/CENIPA/2018 - 06;2020-10-29;2020-11-25;NULL;Atuar junto às Organizações de Manutenção certificadas para a realização dos serviços de manutenção nas pás do rotor principal das aeronaves fabricadas pela Robinson Helicopter Company, modelo R22, R44 e suas variações, a fim de que essas empresas cumpram de maneira eficaz o estabelecido na seção 145.221 do RBAC 145 - Relatórios de dificuldades em serviço.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77678;A-015/CENIPA/2018 - 07;2020-10-29;2020-11-25;2021-05-14;Atuar junto à Fênix Recuperação e Manutenção de Aeronaves Ltda., a fim de que aquela organização de manutenção assegure aos mecânicos que nela atuam treinamentos iniciais e recorrentes que os tornem capazes de executar as tarefas designadas, e que tais treinamentos sejam documentados, conforme a seção 145.163 do RBAC 145.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77678;A-015/CENIPA/2018 - 08;2020-10-29;2020-11-25;NULL;Atuar junto à Helisae Serv. Aéreo Especializado Ltda., a fim de que aquela empresa aperfeiçoe seus mecanismos administrativos e operacionais de recebimento, escrituração e verificação dos serviços de manutenção executados nas aeronaves por ela operadas, como forma de prevenir ocorrências aeronáuticas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77678;A-015/CENIPA/2018 - 09;2020-10-29;2020-11-25;2020-12-17;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos, operadores e mantenedores das aeronaves modelos R22, R44 e suas variações, sobre a importância de se manterem atualizados em relação às Publicações Técnicas emitidas pela RHC, pela FAA e pela ANAC, notadamente, no que se refere à emissão de SB e AD.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77684;A-017/CENIPA/2018 - 01;2019-12-18;2020-01-13;2021-02-19;ATUAR JUNTO à AERO STA MANUTENçãO DE AERONAVES LTDA., A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES CESSNA AIRCRAFT, MODELO A188B, CONFORME PRECONIZA A LEGISLAçãO EM VIGOR, OS RESPECTIVOS MANUAIS TéCNICOS E A LISTA DE CAPACIDADES DA EMPRESA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77684;A-017/CENIPA/2018 - 02;2019-12-18;2020-01-13;2021-01-11;ATUAR JUNTO à EMPRESA AEROAGRíCOLA SUREñA, A FIM DE QUE AQUELE OPERADOR APERFEIçOE SEUS MECANISMOS ADMINISTRATIVOS E OPERACIONAIS DE RECEBIMENTO E VERIFICAçãO DOS SERVIçOS DE MANUTENçãO EXECUTADOS EM SUAS AERONAVES, COMO FORMA DE PREVENIR OCORRêNCIAS AERONáUTICAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77685;A-025/CENIPA/2018 - 01;2018-05-10;2018-05-22;2018-06-05;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar os pilotos e operadores de serviços aeroAgrícolas sobre a importância da correta confecção do Gerenciamento dos Riscos ? Segurança Operacional (GRSO), sobretudo no que diz respeito ? identifica??o de perigos e mitiga??o dos riscos envolvidos nas operações em ?reas de pouso para uso aeroAgrícola.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77693;A-033/CENIPA/2018 - 01;2019-12-18;2019-12-18;NULL;ATUAR JUNTO à RONDON AVIAçãO AGRíCOLA LTDA., A FIM DE QUE AQUELE OPERADOR ORIENTE SEUS TRIPULANTES A SEMPRE MANTEREM A BOMBA ELéTRICA AUXILIAR LIGADA DURANTE TODAS AS FASES DO VOO, CONFORME PREVê O BOLETIM DE INFORMAçãO (BI) 200-028-0022, EMITIDO PELA EMBRAER EM 21JUN2018.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77695;IG-030/CENIPA/2018 - 01;2019-06-28;2019-06-28;NULL;AVALIAR A NECESSIDADE DE INCLUIR NA SEçãO 67.77 (A) DO RBAC 67 A NEOPLASIA DE MEMBRANAS MENíNGEAS, A FIM DE EVITAR QUE OS MéDICOS EXAMINADORES CREDENCIADOS POR ESSA AGêNCIA TENHAM INTERPRETAçõES DúBIAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77695;IG-030/CENIPA/2018 - 02;2019-06-28;2019-06-28;NULL;AVALIAR A VIABILIDADE DE IMPLANTAR MECANISMOS QUE PERMITAM AOS MéDICOS EXAMINADORES CREDENCIADOS POR ESSA AGêNCIA O ACESSO àS FICHAS DE INSPEçãO DE SAúDE ANTERIORES DOS CANDIDATOS à OBTENçãO/REVALIDAçãO DO CMA E NãO APENAS AO RESULTADO DA INSPEçãO ANTERIOR.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77700;A-031/CENIPA/2018 - 01;2019-06-28;2019-06-28;NULL;ATUAR JUNTO à TIARTE COMéRCIO E MANUTENçãO DE AERONAVES (COM NO 1509-61/ANAC), A FIM DE QUE AQUELA ORGANIZAçãO DE MANUTENçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES EMB-720D, CONFORME PRECONIZA A LEGISLAçãO EM VIGOR, OS RESPECTIVOS MANUAIS TéCNICOS E A LISTA DE CAPACIDADES DA EMPRESA.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77700;A-031/CENIPA/2018 - 02;2019-06-28;2019-06-28;NULL;FISCALIZAR AERONAVES QUE TENHAM REALIZADO SERVIçOS DE MANUTENçãO NA TIARTE COMéRCIO E MANUTENçãO DE AERONAVES, A FIM DE VERIFICAR A CONFORMIDADE DOS SERVIçOS REALIZADOS.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77717;A-034/CENIPA/2018 - 01;2018-09-04;2018-11-07;2018-11-27;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre a importância da realiza??o de adequados planejamento de voo e gerenciamento do risco, sobretudo quando a tripulação não estiver familiarizada com o local de pouso.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77724;A-029/CENIPA/2018 - 01;2019-12-18;2020-01-13;2020-07-23;ATUAR JUNTO AO AEROCLUBE DE ITáPOLIS, A FIM DE QUE AQUELE OPERADOR APRIMORE AS TéCNICAS DE INSTRUçãO UTILIZADAS E ORIENTE OS INSTRUTORES A SEREM MAIS PROATIVOS E CONSERVATIVOS, DE MODO A EVITAR QUE OS ERROS DOS ALUNOS SE APROXIMEM DO PONTO DE IRREVERSIBILIDADE DE UM ACIDENTE.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77724;A-029/CENIPA/2018 - 02;2019-12-18;2020-01-13;2020-07-23;ATUAR JUNTO AO AEROCLUBE DE ITáPOLIS, A FIM DE QUE AQUELE OPERADOR, POR OCASIãO DOS TREINAMENTOS OFERECIDOS A SEUS TRIPULANTES, ENFATIZE AS TéCNICAS DE ARREMETIDA E OS FATORES QUE LEVAM à EXECUçãO DESSE PROCEDIMENTO, SOBRETUDO QUANDO FOR CONSTATADO PELA TRIPULAçãO QUE A AERONAVE ESTá EM UMA APROXIMAçãO NãO ESTABILIZADA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77726;A-018/CENIPA/2018 - 01;2020-05-29;2020-06-22;2020-08-19;ATUAR JUNTO àS ESCOLAS DE FORMAçãO DE PILOTOS DE HELICóPTEROS, A FIM DE INCLUIR OU REFORçAR EM SEU PROGRAMA DE INSTRUçãO AéREA, TREINAMENTO ESPECíFICO RELATIVO AO VOO COM APLICAçãO MANUAL DE POTêNCIA EM SITUAçõES DE FALHA DO GOVERNADOR DE POTêNCIA, ENFATIZANDO SOBRE OS RISCOS DECORRENTES DE INTERPRETAçõES ERRôNEAS DOS INSTRUMENTOS INDICADORES DOS PARâMETROS DO MOTOR.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77726;A-018/CENIPA/2018 - 02;2020-05-29;2020-06-22;2021-01-07;ATUAR JUNTO AOS OPERADORES E àS ORGANIZAçõES DE MANUTENçãO DAS AERONAVES R44, S/N 1361 A 2354, E R44 II, S/N 10262 A 13666, EM ESPECIAL à ORGANIZAçãO DE MANUTENçãO NEP-NACIONAL ESCOLA DE PILOTAGEM LTDA. E AO OPERADOR ULTRA PILOTS TAXI AéREO LTDA., A FIM DE QUE ATENTEM PARA O CORRETO CUMPRIMENTO DA R44 SERVICE LETTER (SL) 47, DE 01AGO14.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77726;A-018/CENIPA/2018 - 03;2020-05-29;2020-06-22;2021-01-07;ATUAR JUNTO à ULTRA PILOTS TAXI AéREO LTDA., A FIM DE QUE ESSE OPERADOR APERFEIçOE SEUS MECANISMOS ADMINISTRATIVOS DE ESCRITURAçãO DOS SERVIçOS DE MANUTENçãO EXECUTADOS EM SUAS AERONAVES, COMO FORMA DE PREVENIR OCORRêNCIAS AERONáUTICAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77726;A-018/CENIPA/2018 - 04;2020-05-29;2020-06-22;2020-06-29;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE QUE OPERADORES DE HELICóPTEROS, AEROCLUBES E ESCOLAS DE FORMAçãO DA AVIAçãO CIVIL, IMPLEMENTEM OU APRIMOREM SUAS MEDIDAS DE SUPERVISãO, DE MODO A ESTABELECEREM CRITéRIOS ESPECíFICOS E FORMALMENTE DESCRITOS, QUANTO A EXPERIêNCIA DE SEUS PILOTOS, DE MANEIRA A EVITAR, DENTRO DO POSSíVEL, ESCALAR PILOTOS COM POUCA EXPERIêNCIA PARA REALIZAREM VOOS SOLO, DESNECESSARIAMENTE.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77731;A-040/CENIPA/2018 - 01;2019-12-18;2020-01-13;2020-06-02;ATUAR JUNTO à EMPRESA BOLZAER AVIAçãO AGRíCOLA LTDA - ME, A FIM DE QUE AQUELA ORGANIZAçãO APERFEIçOE SEUS MECANISMOS DE PLANEJAMENTO DE VOO, GERENCIAMENTO DE RISCO E SUPERVISãO GERENCIAL, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA é CERTIFICADA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77733;A-041/CENIPA/2018 - 01;2018-09-04;2018-11-07;2018-12-27;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar os pilotos e operadores de aeronaves modelos EMB-200, EMB-200A, EMB-201, EMB-201A, EMB-202 e EMB-202A e EMB-203, quanto ? importância do fiel cumprimento das orientações do fabricante sobre o uso da bomba el?trica de combust?vel, bem como dos m?nimos de altura a serem observados fora das aplicações Agrícolas, conforme a ICA 100-12.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77733;A-041/CENIPA/2018 - 02;2018-09-04;2018-11-07;2018-12-27;Atuar junto ? Embraer, a fim de que aquele fabricante implemente mecanismos de controle, com vistas a mitigar defici?ncias na fabrica??o do eixo da bomba mec?nica de combust?vel das aeronaves modelos EMB-200, EMB-200A, EMB-201, EMB-201A, EMB-202, EMB-202A e EMB-203.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77733;A-041/CENIPA/2018 - 03;2018-09-04;2018-11-07;2018-12-27;Atuar junto ? Embraer, a fim de que aquele fabricante realize a reviSão dos Manuais de operação das Aeronaves modelos EMB-200, EMB-200A, EMB-201, EMB-201A, EMB-202 e EMB-202A, com vistas ? inser??o das orientações contidas no Boletim de Informação (BI) n? 200-028-0022 da Embraer, de 21JUN2018, o qual recomenda que a bomba el?trica auxiliar de combust?vel permane?a ligada durante todas as fases de voo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77741;A-043/CENIPA/2018 - 01;2018-07-27;2018-08-13;0002-11-21;Atuar junto ? Ceal aviação Agrícola Ltda., a fim de que aquele operador aprimore o Sistema de Gerenciamento de Segurança Operacional (SGSO) adotado pela empresa, sobretudo no que diz respeito aos mecanismos de planejamento de voo e de superviSão gerencial das operações aeroAgrícolas.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77742;A-044/CENIPA/2018 - 01;2018-06-25;2018-07-18;2018-11-27;Atuar junto à Agrisul Aviação Agrícola Ltda., a fim de que aquele operador reavalie a adequabilidade de seu Manual de Gerenciamento de Segurança Operacional, sobretudo no que diz respeito aos mecanismos de manutenção da atenção dos tripulantes durante os serviços de pulverização e aos cuidados relativos ao planejamento dos voos realizados pela empresa.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77750;A-047/CENIPA/2018 - 01;2021-07-08;2021-07-26;NULL;Atuar junto à empresa Maricá Táxi Aéreo Ltda., a fim de que os procedimentos adotados, durante a operação de inspeção de linhas de transmissão, sejam formalizados, incluindo os aspectos envolvidos na realização de um pairado OGE, especialmente no que diz respeito à direção e à intensidade do vento, e ao posicionamento do helicóptero em relação à rede de energia.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77750;A-047/CENIPA/2018 - 02;2021-07-08;2021-07-26;NULL;Atuar junto à empresa Maricá Táxi Aéreo Ltda., a fim de verificar o cumprimento dos treinamentos especiais previstos no Programa de Treinamento de Operações (PTO), para a realização dos voos por parte dos tripulantes.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77752;A-049/CENIPA/2018 - 01;2020-05-29;2020-06-23;2020-08-24;ATUAR JUNTO à PIQUIATUBA TáXI AéREO LTDA., A FIM DE QUE AQUELE OPERADOR APERFEIçOE O SEU SISTEMA DE GERENCIAMENTO DE SEGURANçA OPERACIONAL (SGSO), DE FORMA A GARANTIR A MITIGAçãO DOS RISCOS DAS OPERAçõES AéREAS, NAS áREAS DE: PLANEJAMENTO, SUPERVISãO GERENCIAL, OPERAçãO DAS AERONAVES E CULTURA DE SEGURANçA OPERACIONAL.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77752;A-049/CENIPA/2018 - 02;2020-05-29;2020-06-23;2020-08-24;ATUAR JUNTO à PIQUIATUBA TáXI AéREO LTDA., A FIM DE ALERTAR AQUELA ORGANIZAçãO SOBRE OS RISCOS DECORRENTES DA OPERAçãO EM PISTAS NãO HOMOLOGADAS - OU NãO REGISTRADAS - PELA AUTORIDADE DA AVIAçãO CIVIL, FATO QUE FERE O ART. 30 DO CóDIGO BRASILEIRO DE AERONáUTICA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77766;A-052/CENIPA/2018-01;2020-04-22;2020-05-04;2020-10-14;ATUAR JUNTO AO AEROCLUBE DE CANELA, A FIM DE QUE AQUELE OPERADOR APRIMORE SEUS MECANISMOS DE ACOMPANHAMENTO E SUPERVISãO DE TODA A PARTE PRáTICA DA INSTRUçãO AéREA, EM ESPECIAL NA FORMAçãO DE INSTRUTORES DE VOO (INVA), NO INTUITO DE GARANTIR QUE AS OPERAçõES TRANSCORRAM COM ALTOS NíVEIS DE QUALIDADE E SEGURANçA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77766;A-052/CENIPA/2018-02;2020-04-22;2020-05-04;2020-10-14;ATUAR JUNTO AO AEROCLUBE DE CANELA, A FIM DE QUE AQUELE OPERADOR, POR OCASIãO DOS TREINAMENTOS OFERECIDOS A SEUS TRIPULANTES, ENFATIZE AS TéCNICAS DE ARREMETIDA E OS FATORES QUE LEVAM à EXECUçãO DESSE PROCEDIMENTO, SOBRETUDO QUANDO FOR CONSTATADO PELA TRIPULAçãO QUE A AERONAVE ESTá EM UMA SITUAçãO NãO ESTABILIZADA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77770;A-051/CENIPA/2018 - 01;2018-12-04;2019-01-09;2019-01-25;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação privada brasileira sobre os riscos decorrentes da falta de planejamento e de gerenciamento do combust?vel, necess?rios para a operação aérea segura.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77786;A-059/CENIPA/2018-01;2020-04-22;2020-05-04;2020-05-26;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE A CORRETA UTILIZAçãO DOS FLAPES DURANTE OS PROCEDIMENTOS DE APROXIMAçãO PERDIDA E/OU ARREMETIDA, CONFORME PRECONIZADO NO MANUAL DE OPERAçõES E CHECKLIST DAS AERONAVES OPERADAS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77791;IG-062/CENIPA/2018 - 01;2019-12-18;2020-01-13;2020-06-15;ATUAR EM CONJUNTO COM A GOL LINHAS AéREAS S.A., A FIM DE QUE OS TREINAMENTOS DOS PILOTOS DAQUELA EMPRESA ENFATIZEM O FUNCIONAMENTO E INTER-RELAçãO DE TODOS OS COMPONENTES DO SISTEMA DE PRESSURIZAçãO DE SUAS AERONAVES.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77791;IG-062/CENIPA/2018 - 02;2019-12-18;2020-01-13;2020-06-15;ATUAR EM CONJUNTO COM A GOL LINHAS AéREAS S.A., A FIM DE QUE OS TREINAMENTOS DE CRM DAQUELE OPERADOR ENFATIZEM A ASSERTIVIDADE E A CORRETA DIVISãO DE TAREFAS DURANTE O VOO, SOBRETUDO NO QUE SE REFERE à LEITURA DE CHECKLIST E ATUAçãO NOS INTERRUPTORES DE SISTEMAS DA AERONAVE.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
77791;IG-062/CENIPA/2018 - 03;2019-12-18;2020-01-13;2020-06-22;VERIFICAR SE OS PROCEDIMENTOS PREVISTOS NA TASK 35-090-00-01/02 TêM SIDO REALIZADOS CORRETAMENTE PELA GOL LINHAS AéREAS S.A., DE MODO A ASSEGURAR QUE OS REQUISITOS DE INSTRUMENTOS E EQUIPAMENTOS PREVISTOS NO RBAC Nº 121, NO QUE DIZ RESPEITO à PROVISãO DE OXIGêNIO PARA OS PASSAGEIROS DE AERONAVES PRESSURIZADAS COM MOTOR A TURBINA ESTEJAM SENDO CUMPRIDOS, UMA VEZ QUE, NA OCORRêNCIA EM TELA, EM ALGUNS ASSENTOS, BEM COMO EM UM DOS LAVATóRIOS, NãO HOUVE A LIBERAçãO AUTOMáTICA DAS MáSCARAS DE OXIGêNIO, QUANDO A ALTITUDE PRESSãO DE CABINE ATINGIU VALORES SUPERIORES A 14.000 PéS.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
