codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
77768;PULHC;***;ULTRALEVE;AEROBRAVO LTDA;BRAVO 700;ULAC;PISTÃO;MONOMOTOR;650;650;2;1996;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FAZENDA BOM JARDIM;PISTA DE POUSO EVENTUAL;DESCIDA DE EMERGÊNCIA;EXPERIMENTAL;SUBSTANCIAL;0
77769;PRLSC;INSTRUÇÃO;***;***;***;***;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;***;INSTRUÇÃO;PROFESSOR URBANO ERNESTO STUMPF;PROFESSOR URBANO ERNESTO STUMPF;TÁXI;INSTRUÇÃO;NENHUM;0
77770;PRCOW;***;AVIÃO;CESSNA AIRCRAFT;210M;C210;PISTÃO;MONOMOTOR;1724;1724;6;1978;BRASIL;BRASIL;AVIÃO;PARTICULAR;FAZENDA TRÊS UNIDOS;ESTADUAL DARIO GUARITA;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL;0
77771;PULEP;***;ULTRALEVE;EMERSON DE SOUZA PEDRO;P-1;ULAC;PISTÃO;MONOMOTOR;600;600;2;2013;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;PISTA DE POUSO EVENTUAL;PISTA DE POUSO EVENTUAL;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;0
77773;PUXXX15;EXPERIMENTAL;AVIÃO;KORTH SIMEON R \t;KORTH-CUBBY;A569E;PISTÃO;MONOMOTOR;734;734;2;2004;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME;MANOBRA;EXPERIMENTAL;DESTRUÍDA;0
77774;PPVRM;***;AVIÃO;PIPER AIRCRAFT;PA-46R-350T;PA46;PISTÃO;MONOMOTOR;1969;1969;NULL;NULL;BRASIL;BRASIL;AVIÃO;PARTICULAR;JI-PARANÁ;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
77775;PRGTF;REGULAR;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;194;2006;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;LEVE;0
77778;PRBSL;***;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1905;1905;1;1975;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
77779;PRAAC;ADMINISTRAÇÃO DIRETA;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;2001;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;CONGONHAS;PRESIDENTE JUSCELINO KUBITSCHEK;SUBIDA;POLICIAL;NENHUM;0
77780;PROCW;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;78000;78000;172;2015;BRASIL;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;ANTONIO CARLOS JOBIM / GALEÃO;CRUZEIRO;REGULAR;LEVE;0
77781;PRJBL;***;HELICÓPTERO;ROBINSON HELICOPTER;R66;R66;TURBOEIXO;MONOMOTOR;1225;1225;5;2012;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;PREFEITURA DO RIO DE JANEIRO;MARINA VEROLME;CRUZEIRO;NÃO REGULAR;LEVE;0
77781;PUFTF;***;ULTRALEVE;***;P92-S ECHO;ULAC;PISTÃO;MONOMOTOR;550;550;2;2002;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;***;***;CRUZEIRO;PRIVADA;LEVE;0
77782;PROMT;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2007;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;DEPUTADO LUÍS EDUARDO MAGALHÃES;DEPUTADO LUÍS EDUARDO MAGALHÃES;TÁXI;TÁXI AÉREO;LEVE;0
77784;PRBAP;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;210N;C210;PISTÃO;MONOMOTOR;1724;1724;6;1979;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;***;OURILÂNDIA DO NORTE;POUSO;TÁXI AÉREO;LEVE;0
77785;PPWVR;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2010;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;VEJA;CRUZEIRO;PRIVADA;SUBSTANCIAL;4
77786;PTUMY;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2001;BRASIL;BRASIL;AVIÃO;MÚLTIPLA;FORA DE AERODROMO;AGROPECUÁRIA SÃO ROBERTO;CIRCUITO DE TRÁFEGO;AGRÍCOLA;SUBSTANCIAL;0
77787;PRLCQ;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2006;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;BARTOLOMEU LISANDRO;BARTOLOMEU LISANDRO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
77789;ECLSB;***;AVIÃO;AIR TRACTOR INC.;AT-802;AT8T;TURBOÉLICE;MONOMOTOR;7355;7355;2;2012;NÃO IDENTIFICADO;NÃO IDENTIFICADO;AVIÃO;***;SILVIO PETTIROSSI INTERNATIONAL AIRPORT;GUARARAPES - GILBERTO FREYRE;CORRIDA APÓS POUSO;NÃO REGULAR;LEVE;0
77790;PPJJJ;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2010;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;GRUPO TÁTICO AÉREO;FORA DE AERODROMO;MANOBRA;POLICIAL;LEVE;0
77791;PRGGE;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2008;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;TANCREDO NEVES;SUBIDA;REGULAR;NENHUM;0
77792;PTOVJ;***;AVIÃO;PIPER AIRCRAFT;PA-25-235;PA25;PISTÃO;MONOMOTOR;1315;1315;1;1993;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;JANAÚBA;JANAÚBA;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0
77793;PTOQU;***;AVIÃO;CHINCUL SACAIFI;PA-25-260;PA25;PISTÃO;MONOMOTOR;1315;1315;1;1992;BRASIL;BRASIL;AVIÃO;PARTICULAR;PISTA DE POUSO EVENTUAL;PISTA DE POUSO EVENTUAL;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL;0
77794;PRSMM;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;2006;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;CAMPO DE MARTE;ANGRA DOS REIS;TÁXI;TÁXI AÉREO;NENHUM;0
77800;PRTTP;***;AVIÃO;BOEING COMPANY;727-2M7;B722;JATO;TRIMOTOR;88360;88360;7;1978;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;GOVERNADOR ANDRÉ FRANCO MONTORO;SUBIDA;REGULAR;NENHUM;0
77803;FAB2345;***;AVIÃO;EMBRAER;C95M;E110;TURBOÉLICE;BIMOTOR;5900;5900;0;0;BRASIL;BRASIL;AVIÃO;***;BASE AÉREA DE SANTA CRUZ;PRESIDENTE JUSCELINO KUBITSCHEK;CORRIDA APÓS POUSO;ESPECIALIZADA;NENHUM;0
77803;PRGTN;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2007;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;MARECHAL CUNHA MACHADO;DECOLAGEM;REGULAR;NENHUM;0
77805;PRMBE;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;77000;77000;166;2006;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;PINTO MARTINS;SUBIDA;REGULAR;NENHUM;0
77807;PRWDB;***;AVIÃO;CESSNA AIRCRAFT;150M;C150;PISTÃO;MONOMOTOR;726;726;2;1974;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO GRANDE;CAMPO GRANDE;ARREMETIDA NO SOLO;INSTRUÇÃO;SUBSTANCIAL;0
77808;PPGFK;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1992;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AEROCLUBE DE ELDORADO DO SUL;AEROCLUBE DE ELDORADO DO SUL;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
77809;PRCNT;PARTICULAR;AVIÃO;AIR TRACTOR;AT-502B;AT5T;TURBOÉLICE;MONOMOTOR;3629;3629;1;2012;BRASIL;BRASIL;AVIÃO;PARTICULAR;FAZENDA CENTÚRIA VITÓRIA;FAZENDA CENTÚRIA VITÓRIA;CORRIDA APÓS POUSO;AGRÍCOLA;LEVE;0
77814;PTICR;TÁXI AÉREO;AVIÃO;TWIN COMMANDER;500-S;AC50;PISTÃO;BIMOTOR;3062;3062;7;1971;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;SALGADO FILHO;SANTO ÂNGELO;SUBIDA;TÁXI AÉREO;NENHUM;0
77816;PPPSO;***;AVIÃO;PIPER AIRCRAFT;PA-32-301FT;PA32;PISTÃO;MONOMOTOR;1633;1633;6;2005;BRASIL;BRASIL;AVIÃO;PARTICULAR;FAZENDA RIO NEGRO;FAZENDA RIO NEGRO;POUSO;PRIVADA;SUBSTANCIAL;0
77818;PREJL;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;6;2006;BRASIL;BRASIL;AVIÃO;PARTICULAR;CAMPO DE MARTE;CAMPO DE MARTE;OPERAÇÃO DE SOLO;PRIVADA;LEVE;0
77819;PTVOP;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1991;BRASIL;BRASIL;AVIÃO;PARTICULAR;BRIGADEIRO LYSIAS RODRIGUES;CLUBE VOART;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0
77820;PTYZJ;***;HELICÓPTERO;BELL HELICOPTER;407;B407;TURBOEIXO;MONOMOTOR;2268;2268;7;1999;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;CAMPO GRANDE;SÍLVIO NAME JÚNIOR;CRUZEIRO;POLICIAL;SUBSTANCIAL;0
77823;PRTXH;***;***;***;***;***;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;***;ESPECIALIZADA;PISTA DE POUSO  NÃO HOMOLOGADA;PISTA DE POUSO  NÃO HOMOLOGADA;ESPECIALIZADA;ESPECIALIZADA;SUBSTANCIAL;0
77826;PRATD;***;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1900;1900;1;1977;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;QUIRINÓPOLIS;PISTA DE POUSO EVENTUAL;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
77827;PRAZE;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;BIMOTOR;51800;51800;113;2009;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;MINISTRO VICTOR KONDER;DESCIDA;REGULAR;NENHUM;0
77830;PTIXC;***;AVIÃO;CESSNA AIRCRAFT;310Q;C310;PISTÃO;BIMOTOR;2404;2404;6;1973;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;PISTA DE POUSO  NÃO HOMOLOGADA;RONDONÓPOLIS;DECOLAGEM;TÁXI AÉREO;SUBSTANCIAL;0
77832;PRCON;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;560XL;C56X;JATO;BIMOTOR;9072;9072;11;2005;BRASIL;BRASIL;AVIÃO;PARTICULAR;CONGONHAS;EURICO DE AGUIAR SALLES;TÁXI;PRIVADA;NENHUM;0
77832;PRLCT;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2008;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;EURICO DE AGUIAR SALLES;EURICO DE AGUIAR SALLES;ESTACIONAMENTO;TÁXI AÉREO;***;0
77835;PRRQF;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;206H;C206;PISTÃO;MONOMOTOR;1633;1633;6;1999;BRASIL;BRASIL;AVIÃO;PARTICULAR;FAZENDA NOVO HORIZONTE;ESTÂNCIA SANTA MARIA;TÁXI;PRIVADA;LEVE;0
77836;PRSKP;INSTRUÇÃO;AVIÃO;PIPER AIRCRAFT;PA-34-200T;PA34;PISTÃO;BIMOTOR;2073;2073;7;1978;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AEROPORTO ESTADUAL DE JUNDIAÍ;AEROPORTO ESTADUAL DE JUNDIAÍ;POUSO;INSTRUÇÃO;LEVE;0
77838;PRLKA;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1498;1498;1;1975;BRASIL;BRASIL;AVIÃO;PARTICULAR;QUIRINÓPOLIS;FORA DE AERODROMO;DECOLAGEM;PRIVADA;LEVE;0
77839;PRPRR;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;210M;C210;PISTÃO;MONOMOTOR;1724;1724;6;1977;BRASIL;BRASIL;AVIÃO;PARTICULAR;GOVERNADOR JOSÉ RICHA;SANTA GENOVEVA/GOIÂNIA;SUBIDA;PRIVADA;NENHUM;0
77840;PTKON;***;AVIÃO;CESSNA AIRCRAFT;U206F;C206;PISTÃO;MONOMOTOR;1724;1724;6;1974;BRASIL;BRASIL;AVIÃO;PARTICULAR;ATLAS BRASIL CANTANHEDE;MATURACÁ;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
77841;PPEOQ;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1991;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;SANTO ANTÔNIO DE LEVERGER;TANGARÁ DA SERRA;CRUZEIRO;PRIVADA;LEVE;0
77842;PREJK;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1979;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AEROPORTO ESTADUAL DE JUNDIAÍ;AEROPORTO ESTADUAL DE JUNDIAÍ;POUSO;INSTRUÇÃO;NENHUM;0
77846;PTETB;INSTRUÇÃO;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1978;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;14 BIS;14 BIS;PARTIDA DO MOTOR;INSTRUÇÃO;LEVE;0
77847;PTGFO;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1975;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FAZENDA DENUSA DESTILARIA NOVA UNIÃO;FAZENDA DENUSA DESTILARIA NOVA UNIÃO;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL;0
77848;PTWKN;AGRÍCOLA;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1497;1497;1;1976;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;PISTA DE POUSO  NÃO HOMOLOGADA;PISTA DE POUSO  NÃO HOMOLOGADA;DECOLAGEM;AGRÍCOLA;LEVE;0
77849;PRUNO;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1980;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;14 BIS;14 BIS;SUBIDA;INSTRUÇÃO;LEVE;0
77850;PUGIP;***;***;***;***;***;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;***;EXPERIMENTAL;FORA DE AERODROMO;ITACOATIARA;ARREMETIDA NO AR;PRIVADA;SUBSTANCIAL;0
77851;PRJCG;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;7;2003;BRASIL;BRASIL;AVIÃO;PARTICULAR;BRIGADEIRO LYSIAS RODRIGUES;ASSOCIAÇÃO TOCANTINENSE DE AVIAÇÃO;POUSO;PRIVADA;LEVE;0
77852;PUJYZ;***;ULTRALEVE;***;STORM 300 BRG;ULAC;PISTÃO;MONOMOTOR;562;562;2;2003;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;PRIMAVERA DO LESTE;PRIMAVERA;DECOLAGEM;EXPERIMENTAL;DESTRUÍDA;2
77853;PRLNL;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2007;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;TÁXI;PRIVADA;SUBSTANCIAL;0
77856;PRAXL;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;CACOAL;MARECHAL RONDON;TÁXI;REGULAR;NENHUM;0
77857;PRGNO;PARTICULAR;AVIÃO;DIAMOND AIRCRAFT;DA 62;DA 62;TURBOÉLICE;BIMOTOR;2300;2300;0;2017;BRASIL;BRASIL;AVIÃO;PARTICULAR;CAROLINA DE ASSIS REPETTO;FRANCISCO DE ASSIS;DECOLAGEM;PRIVADA;LEVE;0
77859;*****;PARTICULAR;***;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;***;***;***;0;0;NULL;NULL;BRASIL;BRASIL;***;PARTICULAR;AERÓDROMO NACIONAL DE AVIAÇÃO;FORA DE AERODROMO;DECOLAGEM;***;NENHUM;0
77859;PPZJH;EXPERIMENTAL;AVIÃO;***;ZODIAC CH-640;ZZZZ;PISTÃO;MONOMOTOR;1000;1000;2;2009;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;DECOLAGEM;EXPERIMENTAL;NENHUM;0
77860;PUAJF;***;ULTRALEVE;***;ANJOFAR;ULAC;PISTÃO;MONOMOTOR;365;365;2;2003;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0
77861;PRVAL;***;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;2003;BRASIL;BRASIL;AVIÃO;PARTICULAR;CARAJÁS;OURILÂNDIA DO NORTE;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
77862;PTPNA;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1814;1814;1;1975;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;AGRÍCOLA;LEVE;0
77863;PRAXR;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2013;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;MARECHAL CUNHA MACHADO;CRUZEIRO;REGULAR;NENHUM;0
77864;PTBYQ;***;AVIÃO;EMBRAER;EMB-203;IPAN;PISTÃO;MONOMOTOR;1900;1900;1;2017;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRÍCOLA;DESTRUÍDA;0
77865;PPMHJ;***;HELICÓPTERO;PZL-SWIDNIK;PZL-SW4;PSW4;TURBOEIXO;MONOMOTOR;1800;1800;5;2011;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;LAURO ANTÔNIO DA COSTA;COSTA ESMERALDA;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
77866;PRVIA;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2008;BRASIL;BRASIL;HELICÓPTERO;MÚLTIPLA;AEROPORTO ESTADUAL DE JUNDIAÍ;FORA DE AERODROMO;RETA FINAL;TÁXI AÉREO;DESTRUÍDA;0
77867;PTZNF;EXPERIMENTAL;***;***;***;***;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;***;EXPERIMENTAL;EMBRAER - UNIDADE GAVIÃO PEIXOTO;EMBRAER - UNIDADE GAVIÃO PEIXOTO;INDETERMINADA;EXPERIMENTAL;SUBSTANCIAL;0
77868;PRACF;***;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;MONOMOTOR;621;621;2;2004;BRASIL;BRASIL;HELICÓPTERO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;SUBSTANCIAL;0
77871;PPBRV;TÁXI AÉREO;AVIÃO;PIPER AIRCRAFT;PA-42;PAY3;TURBOÉLICE;BIMOTOR;5080;5080;11;1981;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;BRIGADEIRO LYSIAS RODRIGUES;MINISTRO NELSON HUNGRIA;SUBIDA;TÁXI AÉREO;LEVE;0
77872;PRPPJ;***;AVIÃO;PIPER AIRCRAFT;PA-36-375;***;TURBOÉLICE;***;2177;2177;NULL;1981;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;FILIAL CAMPO FLORIDO;FILIAL CAMPO FLORIDO;VOO A BAIXA ALTURA;AGRÍCOLA;SUBSTANCIAL;0
77875;PPGRR;INSTRUÇÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;56-C;PAUL;PISTÃO;MONOMOTOR;660;660;2;1959;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CARLOS PRATES;CARLOS PRATES;POUSO;INSTRUÇÃO;LEVE;0
77877;PTHKY;***;HELICÓPTERO;BELL HELICOPTER;206B;B06;TURBOEIXO;MONOMOTOR;1452;1452;5;1980;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;RECREIO;CABO FRIO;CRUZEIRO;PRIVADA;SUBSTANCIAL;1
77878;PTUCP;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1987;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL;0
77886;PTMXM;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;TURBOEIXO;BIMOTOR;89000;89000;231;0;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;LEVE;0
77890;PPEOZ;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;1999;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;ASSOCIAÇÃO RECREATIVA FAZENDA BONANZA;SOROCABA;APROXIMAÇÃO FINAL;POLICIAL;NENHUM;0
77891;PRSMM;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;2006;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;CAMPO DE MARTE;CAMPO DE MARTE;TÁXI;TÁXI AÉREO;NENHUM;0
77893;PRWLL;***;***;***;150L;C150;***;SEM TRAÇÃO;0;0;NULL;NULL;BRASIL;BRASIL;***;PARTICULAR;ASSOCIAÇÃO RECREATIVA FAZENDA BONANZA;ASSOCIAÇÃO RECREATIVA FAZENDA BONANZA;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
77894;PPLRA;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1978;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CAMPO DE MARTE;CAMPO DE MARTE;TÁXI;INSTRUÇÃO;NENHUM;0
77895;PRRCJ;***;AVIÃO;CESSNA AIRCRAFT;210N;C210;PISTÃO;MONOMOTOR;1724;1724;6;1982;BRASIL;BRASIL;AVIÃO;PARTICULAR;ITAITUBA;FLORES;CRUZEIRO;PRIVADA;DESTRUÍDA;2
77896;PRFDM;***;AVIÃO;AIR TRACTOR;AT-502B;AT5T;TURBOÉLICE;MONOMOTOR;3629;3629;1;2010;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;PISTA DE POUSO EVENTUAL;PISTA DE POUSO EVENTUAL;MANOBRA;AGRÍCOLA;LEVE;0
77898;PPXYL;EXPERIMENTAL;AVIÃO;RODRIGO DE QUEIROZ R. COSTA;RV-10;ZZZZ;PISTÃO;MONOMOTOR;1224;1224;4;2010;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;CARATINGA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;DECOLAGEM;EXPERIMENTAL;LEVE;0
77899;PRRHP;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-32-301FT;PA32;PISTÃO;MONOMOTOR;1633;1633;NULL;NULL;BRASIL;BRASIL;AVIÃO;PARTICULAR;CAMPO DE MARTE;CAMPO DE MARTE;POUSO;PRIVADA;LEVE;0
77900;PTIGZ;***;AVIÃO;CESSNA AIRCRAFT;182P;C182;PISTÃO;MONOMOTOR;1338;1338;4;1972;BRASIL;BRASIL;AVIÃO;PARTICULAR;MUNDICO COELHO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL;0
77901;PTVBE;PARTICULAR;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1986;BRASIL;BRASIL;AVIÃO;PARTICULAR;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
