codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_latitude;ocorrencia_longitude;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_numero;divulgacao_relatorio_publicado;divulgacao_dia_publicacao;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista
79699;79699;79699;79699;79699;INCIDENTE;-23.4355555555;-46.4730555555;GUARULHOS;SP;BRASIL;SBGR;30/11/2020;17:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79750;79750;79750;79750;79750;INCIDENTE;-16.625556;-49.349444;GOIÂNIA;GO;BRASIL;SBNV;01/12/2020;11:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79701;79701;79701;79701;79701;ACIDENTE;-25.386944;-49.003611;QUATRO BARRAS;PR;BRASIL;****;02/12/2020;16:35:00;NÃO;ATIVA;A-143/CENIPA/2020;NÃO;NULL;0;1;NÃO
79702;79702;79702;79702;79702;INCIDENTE;-22.81;-43.2505555555;RIO DE JANEIRO;RJ;BRASIL;SBGL;02/12/2020;16:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79739;79739;79739;79739;79739;INCIDENTE GRAVE;-23.62611111111;-46.65638888888;SÃO PAULO;SP;BRASIL;SBSP;03/12/2020;14:42:00;SIM;ATIVA;IG-144/CENIPA/2020;NÃO;NULL;0;2;NÃO
79705;79705;79705;79705;79705;INCIDENTE GRAVE;-23.483056;-47.486389;SOROCABA;SP;BRASIL;SDCO;04/12/2020;15:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79707;79707;79707;79707;79707;INCIDENTE;-22.81;-43.2505555555;RIO DE JANEIRO;RJ;BRASIL;SBRJ;05/12/2020;12:25:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79712;79712;79712;79712;79712;INCIDENTE GRAVE;-9.27361;-44.98666;BOM JESUS;PI;BRASIL;****;06/12/2020;11:00:00;SIM;ATIVA;IG-145/CENIPA/2020;NÃO;NULL;0;1;SIM
79713;79713;79713;79713;79713;ACIDENTE;-33.176944;-53.014167;SANTA VITÓRIA DO PALMAR;RS;BRASIL;****;06/12/2020;13:30:00;SIM;FINALIZADA;A-146/CENIPA/2020;SIM;2021-07-08;3;1;NÃO
79711;79711;79711;79711;79711;INCIDENTE;-8.71361111111;-63.9027777777;PORTO VELHO;RO;BRASIL;SBPV;08/12/2020;04:23:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79714;79714;79714;79714;79714;INCIDENTE;-24.308333;-42.711389;RIO DE JANEIRO;RJ;BRASIL;9PAA;08/12/2020;14:50:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79717;79717;79717;79717;79717;ACIDENTE;-11.383056;-52.495000;NÃO IDENTIFICADA;MT;BRASIL;****;08/12/2020;17:00:00;SIM;ATIVA;A-147/CENIPA/2020;NÃO;NULL;0;1;NÃO
79725;79725;79725;79725;79725;INCIDENTE;-23.330278;-51.136667;LONDRINA;PR;BRASIL;SBLO;08/12/2020;18:55:00;SIM;NULL;NULL;NÃO;NULL;0;1;NÃO
79716;79716;79716;79716;79716;INCIDENTE GRAVE;-22.223056;-54.426389;NÃO IDENTIFICADA;MS;BRASIL;****;09/12/2020;19:50:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79720;79720;79720;79720;79720;ACIDENTE;-30.605556;-55.056389;SANT'ANA DO LIVRAMENTO;RS;BRASIL;****;09/12/2020;21:30:00;SIM;ATIVA;A-148/CENIPA/2020;NÃO;NULL;0;1;NÃO
79718;79718;79718;79718;79718;INCIDENTE GRAVE;-23.509174;-46.637148;SÃO PAULO;SP;BRASIL;SBMT;11/12/2020;13:50:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;SIM
79724;79724;79724;79724;79724;ACIDENTE;-23.0217630;-44.5276677;ANGRA DOS REIS;RJ;BRASIL;****;11/12/2020;21:15:00;NÃO;ATIVA;A-149/CENIPA/2020;NÃO;NULL;0;1;NÃO
79719;79719;79719;79719;79719;ACIDENTE;-21.375278;-54.789722;RIO BRILHANTE;MS;BRASIL;****;12/12/2020;18:00:00;SIM;ATIVA;A-150/CENIPA/2020;NÃO;NULL;0;1;NÃO
79722;79722;79722;79722;79722;INCIDENTE GRAVE;-19.48861;-47.24527;PERDIZES;MG;BRASIL;****;12/12/2020;17:22:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79723;79723;79723;79723;79723;ACIDENTE;-25.479444;-49.155556;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SSUL;13/12/2020;16:15:00;SIM;ATIVA;A-151/CENIPA/2020;NÃO;NULL;0;1;NÃO
79726;79726;79726;79726;79726;INCIDENTE GRAVE;-19.90916;-43.98916;BELO HORIZONTE;MG;BRASIL;SBPR;13/12/2020;13:41:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;SIM
79729;79729;79729;79729;79729;ACIDENTE;-2.803889;-48.935833;TAILÂNDIA;PA;BRASIL;****;15/12/2020;20:00:00;SIM;ATIVA;A-152/CENIPA/2020;NÃO;NULL;0;1;NÃO
79738;79738;79738;79738;79738;INCIDENTE;-18.512778;-49.318056;ITUMBIARA;GO;BRASIL;*****;16/12/2020;20:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79737;79737;79737;79737;79737;INCIDENTE;-19.85194;-43.95055;BELO HORIZONTE;MG;BRASIL;SBBH;17/12/2020;17:13:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79740;79740;79740;79740;79740;INCIDENTE;-9.5172222;-35.78361;RIO LARGO;AL;BRASIL;SBMO;17/12/2020;14:26:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79741;79741;79741;79741;79741;INCIDENTE;-19.85194;-43.95055;BELO HORIZONTE;MG;BRASIL;SBBH;18/12/2020;22:57:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79742;79742;79742;79742;79742;ACIDENTE;-17.760556;-50.592222;SANTA HELENA DE GOIÁS;GO;BRASIL;****;18/12/2020;14:00:00;SIM;ATIVA;A-153/CENIPA/2020;NÃO;NULL;0;1;NÃO
79743;79743;79743;79743;79743;ACIDENTE;-17.869444;-49.837778;GOIATUBA;GO;BRASIL;****;18/12/2020;13:00:00;SIM;ATIVA;A-154/CENIPA/2020;NÃO;NULL;0;1;NÃO
79744;79744;79744;79744;79744;INCIDENTE;-19.6244444444;-43.9719444444;BELO HORIZONTE;MG;BRASIL;SBCF;18/12/2020;02:34:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79752;79752;79752;79752;79752;INCIDENTE;-12.84611;-38.52361;SALVADOR;BA;BRASIL;****;19/12/2020;15:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79785;79785;79785;79785;79785;INCIDENTE;-3.041111111111;-60.05055555555;MANAUS;AM;BRASIL;SBEG;19/12/2020;12:37:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79746;79746;79746;79746;79746;INCIDENTE;-3.072778;-60.021111;MANAUS;AM;BRASIL;SWFN;20/12/2020;20:40:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79745;79745;79745;79745;79745;INCIDENTE;-5.36777777777;-49.1383333333;MARABÁ;PA;BRASIL;SBMA;21/12/2020;08:47:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79759;79759;79759;79759;79759;INCIDENTE;-29.99388888888;-51.17111111111;PORTO ALEGRE;RS;BRASIL;SBPA;21/12/2020;23:14:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79766;79766;79766;79766;79766;INCIDENTE GRAVE;-21.7;-43.4;JUIZ DE FORA;MG;BRASIL;SBJF;21/12/2020;16:20:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;SIM
79799;79799;79799;79799;79799;INCIDENTE;-28,50991;-51,25234;MUITOS CAPÕES;RS;BRASIL;****;21/12/2020;13:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;SIM
79776;79776;79776;79776;79776;ACIDENTE;-18.883611111;-48.22527777777;UBERLÂNDIA;MG;BRASIL;SBUL;22/12/2020;21:21:00;NÃO;ATIVA;A-155/CENIPA/2020;NÃO;NULL;0;1;SIM
79748;79748;79748;79748;79748;ACIDENTE;-30.836944;-55.069722;SANTANA DO LIVRAMENTO;RS;BRASIL;####;23/12/2020;13:30:00;SIM;ATIVA;A-156/CENIPA/2020;NÃO;NULL;0;1;SIM
79787;79787;79787;79787;79787;INCIDENTE;-3.775833333333;-38.53222222222;FORTALEZA;CE;BRASIL;SBFZ;23/12/2020;18:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79749;79749;79749;79749;79749;ACIDENTE;-1.46472;-48.26306;MARITUBA;PA;BRASIL;****;26/12/2020;12:05:00;NÃO;ATIVA;A-157/CENIPA/2020;NÃO;NULL;0;1;NÃO
79751;79751;79751;79751;79751;ACIDENTE;-23.289475;-52.133630;PRESIDENTE CASTELO BRANCO;PR;BRASIL;SSXO;27/12/2020;12:30:00;SIM;ATIVA;A-158/CENIPA/2020;NÃO;NULL;0;1;SIM
79754;79754;79754;79754;79754;INCIDENTE GRAVE;-12.194444;-57.646944;NOVA MARINGÁ;MT;BRASIL;****;28/12/2020;13:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;SIM
79800;79800;79800;79800;79800;INCIDENTE;-23.506667;-46.633889;SÃO PAULO;SP;BRASIL;SBMT;28/12/2020;10:15:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79824;79824;79824;79824;79824;ACIDENTE;-19.2125;-46.2405555555;RIO PARANAÍBA;MG;BRASIL;SNRP;28/12/2020;17:00:00;SIM;ATIVA;A-159/CENIPA/2020;NÃO;NULL;0;1;NÃO
79753;79753;79753;79753;79753;INCIDENTE GRAVE;-18.045000;-49.966944;GOIATUBA;GO;BRASIL;****;29/12/2020;12:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;SIM
79755;79755;79755;79755;79755;ACIDENTE;-24.659729;-52.289648;MATO RICO;PR;BRASIL;****;29/12/2020;10:30:00;NÃO;ATIVA;A-160/CENIPA/2020;NÃO;NULL;0;1;NÃO
79769;79769;79769;79769;79769;INCIDENTE GRAVE;-8.849167;-69.266389;MANOEL URBANO;AC;BRASIL;SIMB;29/12/2020;18:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;SIM
79804;79804;79804;79804;79804;INCIDENTE;-23.0069444444;-47.1344444444;CAMPINAS;SP;BRASIL;SBKP;29/12/2020;19:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79757;79757;79757;79757;79757;INCIDENTE GRAVE;-10.804722;-49.756389;LAGOA DA CONFUSÃO;TO;BRASIL;****;30/12/2020;18:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79802;79802;79802;79802;79802;INCIDENTE;-22.81;-43.25055555555;RIO DE JANEIRO;RJ;BRASIL;SBGL;30/12/2020;00:54:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79756;79756;79756;79756;79756;INCIDENTE GRAVE;-22.507222;-54.364167;VICENTINA;MS;BRASIL;****;31/12/2020;09:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79844;79844;79844;79844;79844;INCIDENTE;-22,9875;-43,37;RIO DE JANEIRO;RJ;BRASIL;SBJR;31/12/2020;13:24:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79758;79758;79758;79758;79758;INCIDENTE;-23.536119;-46.499739;SÃO PAULO;SP;BRASIL;****;02/01/2021;18:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79949;79949;79949;79949;79949;ACIDENTE;-18.23222;-43.65027;DIAMANTINA;MG;BRASIL;SNDT;02/01/2021;11:51:00;SIM;ATIVA;A-001/CENIPA/2021;NÃO;NULL;0;1;SIM
79786;79786;79786;79786;79786;INCIDENTE;-7.14833;-34.95027;JOÃO PESSOA;PB;BRASIL;****;03/01/2021;13:58:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79770;79770;79770;79770;79770;INCIDENTE;-15.650000;-56.117500;CUIABÁ;MT;BRASIL;SBCY;04/01/2021;15:03:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79808;79808;79808;79808;79808;INCIDENTE;-19.6244444444;-43.9719444444;CONFINS;MG;BRASIL;SBCF;04/01/2021;13:50:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79798;79798;79798;79798;79798;ACIDENTE;-20.40805556;-47.77361111;GUARÁ;SP;BRASIL;****;05/01/2021;20:30:00;SIM;ATIVA;A-002/CENIPA/2021;NÃO;NULL;0;1;NÃO
79823;79823;79823;79823;79823;ACIDENTE;2.572880;-63.788730;IRACEMA;RR;BRASIL;****;05/01/2021;20:07:00;SIM;ATIVA;A-003/CENIPA/2021;NÃO;NULL;0;1;NÃO
79784;79784;79784;79784;79784;INCIDENTE;-20.599444;-54.602500;CAMPO GRANDE;MS;BRASIL;SSKG;06/01/2021;11:48:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79803;79803;79803;79803;79803;INCIDENTE;02.84138;-60.69221;BOA VISTA;RR;BRASIL;SBBV;06/01/2021;21:41:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79809;79809;79809;79809;79809;INCIDENTE;-23.43194444444;-46.46944444444;GUARULHOS;SP;BRASIL;SBGR;06/01/2021;12:48:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79811;79811;79811;79811;79811;ACIDENTE;-40.3325;-20.4230;VILA VELHA;ES;BRASIL;SIVU;06/01/2021;13:50:00;NÃO;ATIVA;A-005/CENIPA/2021;NÃO;NULL;0;1;NÃO
79814;79814;79814;79814;79814;ACIDENTE;-20.18194;-44.87;DIVINÓPOLIS;MG;BRASIL;SNDV;06/01/2021;14:30:00;SIM;ATIVA;A-004/CENIPA/2021;NÃO;NULL;0;1;NÃO
79801;79801;79801;79801;79801;INCIDENTE GRAVE;2.787180;-60.596007;CANTÁ;RR;BRASIL;SWPD;07/01/2021;12:35:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79805;79805;79805;79805;79805;INCIDENTE;-23.4355555555;-46.4730555555;GUARULHOS;SP;BRASIL;SBGR;07/01/2021;02:05:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79865;79865;79865;79865;79865;INCIDENTE;-18.89694;-41.98611;GOVERNADOR VALADARES;MG;BRASIL;SBGV;07/01/2021;15:31:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79812;79812;79812;79812;79812;INCIDENTE;-20.4694444444;-54.6702777777;CAMPO GRANDE;MS;BRASIL;SBCG;08/01/2021;13:12:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79841;79841;79841;79841;79841;INCIDENTE;-19.85194;-43.95055;BELO HORIZONTE;MG;BRASIL;SBBH;08/01/2021;14:05:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79850;79850;79850;79850;79850;INCIDENTE;-3.77583;-38.53222;FORTALEZA;CE;BRASIL;SBFZ;09/01/2021;11:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79810;79810;79810;79810;79810;INCIDENTE GRAVE;-27.184167;-52.045000;CONCÓRDIA;SC;BRASIL;SSCK;10/01/2021;13:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79821;79821;79821;79821;79821;INCIDENTE;-2.4225;-54.7927777777;SANTARÉM;PA;BRASIL;SBSN;10/01/2021;03:26:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79816;79816;79816;79816;79816;INCIDENTE;-23.4355555555;-46.4730555555;GUARULHOS;SP;BRASIL;SBGR;11/01/2021;11:50:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79818;79818;79818;79818;79818;ACIDENTE;-13.574685;-52.268744;CANARANA;MT;BRASIL;SWEK;13/01/2021;20:00:00;SIM;ATIVA;A-006/CENIPA/2021;NÃO;NULL;0;1;SIM
79819;79819;79819;79819;79819;INCIDENTE GRAVE;-20.603730;-54.595104;CAMPO GRANDE;MS;BRASIL;SSIE;14/01/2021;20:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79820;79820;79820;79820;79820;INCIDENTE;-20,047222;-43,961388;NOVA LIMA;MG;BRASIL;SJLY;14/01/2021;09:27:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79822;79822;79822;79822;79822;INCIDENTE;-18.8836111111;-48.2252777777;UBERLÂNDIA;MG;BRASIL;SBUL;14/01/2021;22:40:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79830;79830;79830;79830;79830;INCIDENTE;-20.0472;-43.96138;NOVA LIMA;MG;BRASIL;SJLY;14/01/2021;09:27:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79917;79917;79917;79917;79917;INCIDENTE GRAVE;-21.747222;-48.855833;IBITINGA;SP;BRASIL;SDIG;17/01/2021;15:15:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79825;79825;79825;79825;79825;ACIDENTE;-8.77361;-35.31083;BARREIROS;PE;BRASIL;****;18/01/2021;21:20:00;SIM;ATIVA;A-007/CENIPA/2021;NÃO;NULL;0;1;NÃO
79827;79827;79827;79827;79827;INCIDENTE;-23.6261111111;-46.6563888888;SÃO PAULO;SP;BRASIL;SBSP;19/01/2021;16:20:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79829;79829;79829;79829;79829;INCIDENTE;-19.833611;-44.601111;PARÁ DE MINAS;MG;BRASIL;SNPA;19/01/2021;20:10:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79831;79831;79831;79831;79831;INCIDENTE GRAVE;-25.53166666666;-49.17611111111;CURITIBA;PR;BRASIL;SBCT;19/01/2021;12:50:00;SIM;ATIVA;IG-008/CENIPA/2021;NÃO;NULL;0;2;NÃO
79826;79826;79826;79826;79826;INCIDENTE;-12.9086111111;-38.3225;SALVADOR;BA;BRASIL;SBSV;20/01/2021;08:10:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79834;79834;79834;79834;79834;INCIDENTE;-26.2230555555;-48.7977777777;JOINVILLE;SC;BRASIL;SBJV;21/01/2021;19:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79836;79836;79836;79836;79836;INCIDENTE;-8.12638888888;-34.9227777777;RECIFE;PE;BRASIL;SBRF;21/01/2021;16:40:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79839;79839;79839;79839;79839;INCIDENTE;-20.46305555555;-54.67027777777;CAMPO GRANDE;MS;BRASIL;SBCG;21/01/2021;22:20:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79833;79833;79833;79833;79833;ACIDENTE;-22.126333;-47.357778;LEME;SP;BRASIL;****;22/01/2021;11:50:00;SIM;ATIVA;A-009/CENIPA/2021;NÃO;NULL;0;1;NÃO
79837;79837;79837;79837;79837;INCIDENTE;-23.0069444444;-47.1344444444;CAMPINAS;SP;BRASIL;SBKP;23/01/2021;15:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79845;79845;79845;79845;79845;INCIDENTE;-20.181944;-44.870000;DIVINÓPOLIS;MG;BRASIL;SNDV;23/01/2021;13:10:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79835;79835;79835;79835;79835;INCIDENTE;-23.0069444444;-47.1344444444;CAMPINAS;SP;BRASIL;SBKP;24/01/2021;19:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79840;79840;79840;79840;79840;ACIDENTE;-10.183889;-48.551389;PORTO NACIONAL;TO;BRASIL;****;24/01/2021;10:30:00;SIM;ATIVA;A-010/CENIPA/2021;NÃO;NULL;0;1;NÃO
79847;79847;79847;79847;79847;INCIDENTE GRAVE;-22.477500;-44.479722;RESENDE;RJ;BRASIL;SDRS;24/01/2021;17:05:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79862;79862;79862;79862;79862;INCIDENTE;-12.908611111;-38.3225;SALVADOR;BA;BRASIL;SBSV;24/01/2021;11:50:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79846;79846;79846;79846;79846;ACIDENTE;-25.461667;-54.597222;FOZ DO IGUAÇU;PR;BRASIL;SSFE;25/01/2021;15:00:00;SIM;ATIVA;A-011/CENIPA/2021;NÃO;NULL;0;1;SIM
79848;79848;79848;79848;79848;INCIDENTE GRAVE;-12.628611;-55.611111;SORRISO;MT;BRASIL;****;25/01/2021;18:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;SIM
79843;79843;79843;79843;79843;INCIDENTE;-20.25805;-40.28638;VITÓRIA;ES;BRASIL;SBVT;26/01/2021;17:02:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79852;79852;79852;79852;79852;ACIDENTE;-21.251667°;-47.524167°;SERRA AZUL;SP;BRASIL;****;27/01/2021;19:30:00;SIM;ATIVA;A-012/CENIPA/2021;NÃO;NULL;0;1;NÃO
79849;79849;79849;79849;79849;INCIDENTE GRAVE;-20.09638;-49.10055;FRUTAL;MG;BRASIL;****;28/01/2021;13:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79866;79866;79866;79866;79866;ACIDENTE;-0.2827778;-54.1038889;ALMEIRIM;PA;BRASIL;****;28/01/2021;12:55:00;NÃO;ATIVA;A-013/CENIPA/2021;NÃO;NULL;0;1;NÃO
79851;79851;79851;79851;79851;INCIDENTE GRAVE;-15.690833;-47.773889;BRASÍLIA;DF;BRASIL;****;29/01/2021;12:15:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79868;79868;79868;79868;79868;INCIDENTE;-23.00694444444;-47.13444444444;CAMPINAS;SP;BRASIL;SBKP;30/01/2021;03:51:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79854;79854;79854;79854;79854;ACIDENTE;-6.635361;-51.752417;OURILÂNDIA DO NORTE;PA;BRASIL;****;31/01/2021;20:30:00;SIM;ATIVA;A-014/CENIPA/2021;NÃO;NULL;0;1;NÃO
79869;79869;79869;79869;79869;INCIDENTE;-16.70611111111;-43.82194444444;MONTES CLAROS;MG;BRASIL;SBMK;31/01/2021;12:11:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79859;79859;79859;79859;79859;ACIDENTE;-30.249167;-50.765000;VIAMÃO;RS;BRASIL;****;01/02/2021;09:20:00;SIM;ATIVA;A-015/CENIPA/2021;NÃO;NULL;0;1;NÃO
79857;79857;79857;79857;79857;ACIDENTE;-7.405500;-53.830972;SÃO FÉLIX DO XINGU;PA;BRASIL;****;02/02/2021;12:00:00;NÃO;ATIVA;A-016/CENIPA/2021;NÃO;NULL;0;1;NÃO
79858;79858;79858;79858;79858;ACIDENTE;-7.210278;-52.569722;SÃO FÉLIX DO XINGU;PA;BRASIL;*****;02/02/2021;13:11:00;SIM;ATIVA;A-017/CENIPA/2021;NÃO;NULL;0;1;SIM
79860;79860;79860;79860;79860;ACIDENTE;-16.208611;-49.975833;AMERICANO DO BRASIL;GO;BRASIL;****;02/02/2021;13:00:00;SIM;ATIVA;A-018/CENIPA/2021;NÃO;NULL;0;1;NÃO
79877;79877;79877;79877;79877;INCIDENTE;-21.136388;-47.77666;RIBEIRÃO PRETO;SP;BRASIL;SBRP;02/02/2021;20:50:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79880;79880;79880;79880;79880;INCIDENTE;-21.15;-47.80;CAMPINAS;SP;BRASIL;SBKP;02/02/2021;16:33:00;SIM;FINALIZADA;A DEFINIR;NÃO;NULL;0;1;NÃO
79864;79864;79864;79864;79864;ACIDENTE;2.600060;-62.513370;MUCAJAÍ;RR;BRASIL;****;03/02/2021;17:05:00;SIM;ATIVA;A-019/CENIPA/2021;NÃO;NULL;0;1;NÃO
79863;79863;79863;79863;79863;ACIDENTE;-11.97888;-46.21444;BARREIRAS;BA;BRASIL;****;04/02/2021;13:20:00;SIM;ATIVA;A-020/CENIPA/2021;NÃO;NULL;0;1;SIM
79876;79876;79876;79876;79876;INCIDENTE;-15.8711;-47.9177;BRASÍLIA;DF;BRASIL;SBBR;04/02/2021;00:20:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79878;79878;79878;79878;79878;INCIDENTE;-27.670277;-48.5525;FLORIANÓPOLIS;SC;BRASIL;SBFL;05/02/2021;07:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79881;79881;79881;79881;79881;INCIDENTE GRAVE;-22.925833;-42.073611;CABO FRIO;RJ;BRASIL;SBCB;05/02/2021;21:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
80072;80072;80072;80072;80072;INCIDENTE;-16.671774;-48.010321;LUZIÂNIA;GO;BRASIL;SJGL;05/02/2021;14:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79867;79867;79867;79867;79867;INCIDENTE;-26.878611 S;-48.650833 W;NAVEGANTES;SC;BRASIL;SBNF;06/02/2021;14:51:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79870;79870;79870;79870;79870;ACIDENTE;-28.976111;-53.317778;FORTALEZA DOS VALOS;RS;BRASIL;****;06/02/2021;19:45:00;NÃO;ATIVA;A-021/CENIPA/2021;NÃO;NULL;0;1;SIM
79872;79872;79872;79872;79872;INCIDENTE;-29.566389 S;-55.816667;ALEGRETE;RS;BRASIL;****;06/02/2021;16:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79879;79879;79879;79879;79879;INCIDENTE;-23.431944;-46.469444;GUARULHOS;SP;BRASIL;SBGR;07/02/2021;20:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79871;79871;79871;79871;79871;INCIDENTE;-30.242222 S;-54.589444 W;SÃO GABRIEL;RS;BRASIL;****;08/02/2021;11:20:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79875;79875;79875;79875;79875;INCIDENTE;-25.531667 S;-49.176111 W;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;08/02/2021;20:00:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79882;79882;79882;79882;79882;INCIDENTE GRAVE;-23.240278;-52.070000;MANDAGUAÇU;PR;BRASIL;****;10/02/2021;13:40:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79883;79883;79883;79883;79883;INCIDENTE;-23.0069444444;-47.1344444444;CAMPINAS;SP;BRASIL;SBKP;10/02/2021;03:51:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79887;79887;79887;79887;79887;INCIDENTE;-21.58888;-45.47333;VARGINHA;MG;BRASIL;SBVG;10/02/2021;15:30:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79886;79886;79886;79886;79886;INCIDENTE;-23.0069444444;-47.1344444444;CAMPINAS;SP;BRASIL;SBKP;12/02/2021;03:20:00;SIM;FINALIZADA;***;NÃO;NULL;0;1;NÃO
79889;79889;79889;79889;79889;ACIDENTE;-12.84972;-45.82611;SÃO DESIDÉRIO;BA;BRASIL;****;12/02/2021;13:00:00;SIM;ATIVA;A-023/CENIPA/2021;NÃO;NULL;0;1;SIM
